,Name,Link,Breed,Location
5117,Milo,http://post.rescueme.org/20-02-18-00442,Jack Russell,"Los Angeles County, Sierra Madre, CA"
5118,Captain,http://post.rescueme.org/20-02-18-00435,Siberian Husky,"Los Angeles County, Sierra Madre, CA"
5119,Toby,http://post.rescueme.org/20-02-18-00420,Corgi,"Orange County, Orange, CA"
5120,Angel,http://post.rescueme.org/20-02-18-00408,German Shepherd,"Los Angeles County, los Angeles, CA"
5121,Chocomax,http://post.rescueme.org/20-02-18-00380,Lab,"Los Angeles County, los Angeles, CA"
5122,Macie,http://post.rescueme.org/20-02-18-00371,Yorkie,"San Diego County, San Diego, CA"
5123,Max,http://post.rescueme.org/20-02-18-00360,German Shepherd,"Los Angeles County, los Angeles, CA"
5124,Brianna,http://post.rescueme.org/20-02-18-00326,Chihuahua,"Orange County, Orange, CA"
5125,Oliver,http://post.rescueme.org/20-02-18-00309,Pit Bull,"Los Angeles County, Covina, CA"
5126,Leta,http://post.rescueme.org/20-02-18-00306,German Shepherd,"Riverside County, Downey , CA"
5127,Charley,http://post.rescueme.org/20-02-18-00302,Yorkie,"Orange County, Irvine, CA"
5128,URGENT AFTER 2/25,http://post.rescueme.org/20-02-18-00254,American Bulldog,"Riverside County, Moreno Valley, CA"
5129,LUCKY-URGENT 3/3,http://post.rescueme.org/20-02-18-00253,Rottweiler,"Riverside County, Moreno Valley, CA"
5130,Grover,http://post.rescueme.org/20-02-18-00238,American Staffordshire Terrier,"Los Angeles County, Van Nuys, CA"
5131,Naomi,http://post.rescueme.org/20-02-18-00231,White Shepherd,"Sacramento County, Sacramento, CA"
5132,Puppy,http://post.rescueme.org/20-02-18-00198,Pit Bull,"Los Angeles County, Altadena, CA"
5133,Alice,http://post.rescueme.org/20-02-18-00138,Yorkie,"Riverside County, Lakeview, CA"
5134,Oreo,http://post.rescueme.org/20-02-18-00020,Cocker Spaniel,"Los Angeles County, Woodlands Hills/Riverside, CA"
5135,Cali,http://post.rescueme.org/20-02-18-00018,Beagle,"Los Angeles County, Woodlands Hills/Riverside, CA"
5136,Copper,http://post.rescueme.org/20-02-18-00017,Pit Bull,"Riverside County, Perris, CA"
5138,Walker,http://post.rescueme.org/20-02-18-00014,Siberian Husky,"Kings County, HANFORD, CA"
5139,Sheba,http://post.rescueme.org/20-02-18-00005,Mastiff,"Los Angeles County, Whittier, CA"
5140,Max,http://post.rescueme.org/20-02-17-00540,German Shepherd,"Riverside County, Cherry Valley, CA"
5141,Buddy,http://post.rescueme.org/20-02-17-00534,Pit Bull,"Los Angeles County, Los Angeles, CA"
5142,mack,http://post.rescueme.org/20-02-17-00533,Pit Bull,"Alameda County, newark, CA"
5143,Ned Pepper,http://post.rescueme.org/20-02-17-00532,Boxer,"San Bernardino County, San Bernardino, CA"
5144,Sweet tea,http://post.rescueme.org/20-02-17-00531,Yorkie,"San Bernardino County, San Bernardino, CA"
5145,Tank,http://post.rescueme.org/20-02-17-00527,Pit Bull,"Alameda County, newark, CA"
5146,Honey biscuit,http://post.rescueme.org/20-02-17-00505,Yorkie,"San Bernardino County, San Bernardino, CA"
5147,Roger,http://post.rescueme.org/20-02-17-00504,Pit Bull,"Los Angeles County, Los Angeles, CA"
5148,Velvet / Violet,http://post.rescueme.org/20-02-17-00503,Maltese,"Los Angeles County, Pico rivera, CA"
5149,Whiskey a go go,http://post.rescueme.org/20-02-17-00502,Dachshund,"San Bernardino County, San Bernardino, CA"
5150,Storm,http://post.rescueme.org/20-02-17-00492,German Shepherd,"Riverside County, Corona, CA"
5151,Fox,http://post.rescueme.org/20-02-17-00481,Lab,"Riverside County, Perris, CA"
5152,Doe,http://post.rescueme.org/20-02-17-00480,Lab,"Riverside County, Perris, CA"
5153,Badger,http://post.rescueme.org/20-02-17-00479,Lab,"Riverside County, Perris, CA"
5154,Taz,http://post.rescueme.org/20-02-17-00476,Lab,"Riverside County, Perris, CA"
5155,Hawk,http://post.rescueme.org/20-02-17-00473,Lab,"Riverside County, Perris, CA"
5156,Coon,http://post.rescueme.org/20-02-17-00472,Lab,"Riverside County, Perris, CA"
5157,Bear,http://post.rescueme.org/20-02-17-00469,Lab,"Riverside County, Perris, CA"
5158,URGENT AFTER 2/25,http://post.rescueme.org/20-02-17-00448,Pit Bull,"Riverside County, Moreno Valley, CA"
5159,Sonny 4 lbs,http://post.rescueme.org/20-02-17-00399,Chihuahua,"Los Angeles County, los angeles, CA"
5160,Henri,http://post.rescueme.org/20-02-17-00385,American Bulldog,"Orange County, CA"
5161,Bella,http://post.rescueme.org/20-02-17-00382,Pit Bull,"Los Angeles County, Los Angeles, CA"
5162,Buck,http://post.rescueme.org/20-02-17-00381,Mastiff,"Los Angeles County, Los Angeles, CA"
5163,Cowboy,http://post.rescueme.org/20-02-17-00379,Shar-Pei,"Los Angeles County, Los Angeles, CA"
5164,Shadow,http://post.rescueme.org/20-02-17-00374,Siberian Husky,"Los Angeles County, Los Angeles, CA"
5165,Max,http://post.rescueme.org/20-02-17-00373,German Shepherd,"Riverside County, Hemet, CA"
5166,Copper,http://post.rescueme.org/20-02-17-00368,Pit Bull,"Riverside County, Perris, CA"
5167,George,http://post.rescueme.org/20-02-17-00356,German Shepherd,"Los Angeles County, Los Angeles, CA"
5168,Kuhio,http://post.rescueme.org/20-02-17-00344,Shih Tzu,"El Dorado County, El Dorado Hills, CA"
5169,Tank,http://post.rescueme.org/20-02-17-00316,Rhodesian Ridgeback,"San Bernardino County, Hesperia, CA"
5170,Princess,http://post.rescueme.org/20-02-17-00305,Pit Bull,"Los Angeles County, Long beach, CA"
5171,Klaus,http://post.rescueme.org/20-02-17-00293,Siberian Husky,"Tulare County, Tulare, CA"
5172,Bruno,http://post.rescueme.org/20-02-17-00276,Pit Bull,"Riverside County, Downey , CA"
5173,Princ Harry,http://post.rescueme.org/20-02-17-00275,Australian Cattle Dog,"Contra Costa County, Walnut Creek, CA"
5174,Pippa,http://post.rescueme.org/20-02-17-00259,Chihuahua,"San Joaquin County, Tracy, CA"
5175,Spencer,http://post.rescueme.org/20-02-17-00171,Belgian Malinois,"Santa Clara County, San Jose, CA"
5176,Frankie,http://post.rescueme.org/20-02-17-00162,American Bulldog,"Riverside County, Lake Elsinore, CA"
5177,Milo,http://post.rescueme.org/20-02-17-00156,Chihuahua,"San Bernardino County, Victorville, CA"
5178,Pancho,http://post.rescueme.org/20-02-17-00110,Boxer,"Riverside County, Downey , CA"
5179,Roxy,http://post.rescueme.org/20-02-17-00076,Mastiff,"Palmdale, CA"
5180,Ally,http://post.rescueme.org/20-02-17-00039,Silky Terrier,"San Diego County, Carlsbad, CA"
5181,MADDIE,http://post.rescueme.org/20-02-17-00037,Australian Cattle Dog,"Sonoma County, Santa Rosa, CA"
5182,COOPER,http://post.rescueme.org/20-02-17-00036,Australian Cattle Dog,"Sonoma County, Santa Rosa, CA"
5183,Arturo,http://post.rescueme.org/20-02-17-00027,Chihuahua,"Los Angeles County, Chatsworth, CA"
5184,Poldi,http://post.rescueme.org/20-02-16-00433,Chihuahua,"San Joaquin County, Tracy, CA"
5185,Smalls,http://post.rescueme.org/20-02-16-00428,Rottweiler,"Mendocino County, Willits, CA"
5186,Mia,http://post.rescueme.org/20-02-16-00412,Chihuahua,"Los Angeles County, Santa Clarita, CA"
5187,Zeus,http://post.rescueme.org/20-02-16-00342,German Shepherd,"Riverside County, Downey , CA"
5188,URGENT AFTER 2/22,http://post.rescueme.org/20-02-16-00338,Lab,"Riverside County, Moreno Valley, CA"
5189,Captain & Clifford,http://post.rescueme.org/20-02-16-00337,Chihuahua,"Riverside County, Downey , CA"
5190,Henry is a shy Doxie,http://post.rescueme.org/20-02-16-00329,Dachshund,"Los Angeles County, Los Angeles, CA"
5191,Rocky,http://post.rescueme.org/20-02-16-00321,German Shepherd,"Ventura County, Moorpark, CA"
5192,Benji,http://post.rescueme.org/20-02-16-00302,Basenji,"Los Angeles County, Los Angeles, CA"
5193,Phoebe,http://post.rescueme.org/20-02-16-00285,Cocker Spaniel,"Orange County, Mission Viejo, CA"
5194,Vladimir,http://post.rescueme.org/20-02-16-00263,Siberian Husky,"San Joaquin County, Tracy, CA"
5195,URGENT AFTER 2/21,http://post.rescueme.org/20-02-16-00249,Pit Bull,"Riverside County, Moreno Valley, CA"
5196,URGENT AFTER 2/21,http://post.rescueme.org/20-02-16-00248,Cocker Spaniel,"Riverside County, Moreno Valley, CA"
5197,URGENT AFTER 2/21,http://post.rescueme.org/20-02-16-00246,Chihuahua,"Riverside County, Moreno Valley, CA"
5198,URGENT AFTER 2/21,http://post.rescueme.org/20-02-16-00245,Chihuahua,"Riverside County, Moreno Valley, CA"
5199,URGENT AFTER 2/21,http://post.rescueme.org/20-02-16-00244,Akita,"Riverside County, Moreno Valley, CA"
5200,URGENT AFTER 2/21,http://post.rescueme.org/20-02-16-00243,Lab,"Riverside County, Moreno Valley, CA"
5201,Sasha,http://post.rescueme.org/20-02-16-00237,Chihuahua,"Riverside County, Downey , CA"
5202,URGENT AFTER 2/21,http://post.rescueme.org/20-02-16-00232,Cavalier,"Riverside County, Moreno Valley, CA"
5203,URGENT AFTER 2/21,http://post.rescueme.org/20-02-16-00231,Chihuahua,"Riverside County, Moreno Valley, CA"
5204,Chance,http://post.rescueme.org/20-02-16-00230,American Bulldog,"Riverside County, Downey , CA"
5205,URGENT AFTER 2/22,http://post.rescueme.org/20-02-16-00229,Jack Russell,"Riverside County, Moreno Valley, CA"
5206,URGENT AFTER 2/26,http://post.rescueme.org/20-02-16-00228,Australian Cattle Dog,"Riverside County, Moreno Valley, CA"
5207,Georgie,http://post.rescueme.org/20-02-16-00227,Pit Bull,"Riverside County, Downey , CA"
5208,Nala,http://post.rescueme.org/20-02-16-00221,Pit Bull,"Riverside County, Downey , CA"
5209,URGENT AFTER 2/20,http://post.rescueme.org/20-02-16-00219,Chihuahua,"Riverside County, Moreno Valley, CA"
5210,Olivia,http://post.rescueme.org/20-02-16-00218,Lab,"Riverside County, Downey , CA"
5211,Lilikoi,http://post.rescueme.org/20-02-16-00210,Poodle,"Los Angeles County, South Gate, CA"
5212,Rocky,http://post.rescueme.org/20-02-16-00188,Chihuahua,"Riverside County, Downey , CA"
5213,Minnie,http://post.rescueme.org/20-02-16-00187,Chihuahua,"Los Angeles County, South Gate, CA"
5214,Codey and Luna,http://post.rescueme.org/20-02-16-00177,Siberian Husky,"Alameda County, San Leandro, CA"
5215,Zully,http://post.rescueme.org/20-02-16-00110,Bull Terrier,"Los Angeles County, Van Nuys, CA"
5216,Skye,http://post.rescueme.org/20-02-16-00087,Siberian Husky,"Merced County, Gustine, CA"
5217,Jack,http://post.rescueme.org/20-02-16-00070,Chihuahua,"Los Angeles County, Pico rivera, CA"
5218,URGENT - HEATH,http://post.rescueme.org/20-02-16-00023,Boxer,"Los Angeles County, Baldwin Park, CA"
5219,URGENT - LUNA,http://post.rescueme.org/20-02-16-00022,German Shepherd,"Los Angeles County, Baldwin Park, CA"
5220,URGENT - RAT TERRIER,http://post.rescueme.org/20-02-16-00020,Rat Terrier,"Pasadena, CA"
5221,Mickey,http://post.rescueme.org/20-02-16-00015,Cavalier,"Los Angeles County, Los Angeles, CA"
5222,URGENT - SANDY,http://post.rescueme.org/20-02-16-00014,Chow Chow,"Pasadena, CA"
5223,Twinkie,http://post.rescueme.org/20-02-16-00013,Pomeranian,"Orange County, Yorba Linda, CA"
5224,URGENT - SPIKE,http://post.rescueme.org/20-02-16-00011,Chihuahua,"Los Angeles County, Baldwin Park, CA"
5225,Oakley,http://post.rescueme.org/20-02-16-00010,Chihuahua,"Orange County, Yorba Linda, CA"
5226,URGENT - ROCKY,http://post.rescueme.org/20-02-16-00009,Lab,"Los Angeles County, Baldwin Park, CA"
5227,Pepper,http://post.rescueme.org/20-02-16-00005,German Shepherd,"Orange County, Yorba Linda, CA"
5228,Smokey,http://post.rescueme.org/20-02-15-00296,Pit Bull,"San Joaquin County, Stockton, CA"
5229,Dillon,http://post.rescueme.org/20-02-15-00228,Yorkie,"Los Angeles County, Diamond Bar, CA"
5230,Chloe,http://post.rescueme.org/20-02-15-00223,Pit Bull,"San Joaquin County, Manteca, CA"
5231,Hooey,http://post.rescueme.org/20-02-15-00212,Australian Cattle Dog,"Orange County, Yorba Linda, CA"
5232,Wrangler,http://post.rescueme.org/20-02-15-00211,Australian Cattle Dog,"Orange County, Yorba Linda, CA"
5233,Ryder,http://post.rescueme.org/20-02-15-00207,Australian Cattle Dog,"Orange County, Yorba Linda, CA"
5234,Hazel,http://post.rescueme.org/20-02-15-00185,Boxer,"Riverside County, Downey , CA"
5235,Dooby,http://post.rescueme.org/20-02-15-00182,Pomeranian,"Ventura County, Thousand Oaks, CA"
5236,Shyloh,http://post.rescueme.org/20-02-15-00122,Shih Tzu,"Los Angeles County, Van Nuys, CA"
5238,Ollie,http://post.rescueme.org/20-02-15-00018,Chihuahua,"San Bernardino County, Loma linda, CA"
5239,Grayson,http://post.rescueme.org/20-02-15-00016,Yorkie,"San Bernardino County, Loma linda, CA"
5240,Tonka,http://post.rescueme.org/20-02-15-00008,Pit Bull,"Shasta County, CA"
5242,Feagan,http://post.rescueme.org/20-02-14-00464,American Staffordshire Terrier,"Los Angeles County, Santa Clarita, CA"
5243,Sariya,http://post.rescueme.org/20-02-14-00423,Chihuahua,"San Bernardino County, Montclair, CA"
5244,Sunny,http://post.rescueme.org/20-02-14-00416,German Shepherd,"Riverside County, Anza, CA"
5245,Rambo,http://post.rescueme.org/20-02-14-00414,Chihuahua,"San Bernardino County, Montclair, CA"
5246,Hera,http://post.rescueme.org/20-02-14-00413,American Bulldog,"San Joaquin County, Tracy, CA"
5247,Love Bug,http://post.rescueme.org/20-02-14-00396,Shih Tzu,"San Diego County, Spring Valley, CA"
5248,Lilith,http://post.rescueme.org/20-02-14-00356,Pit Bull,"San Mateo County, Redwood City, CA"
5249,Rocky,http://post.rescueme.org/20-02-14-00337,American Staffordshire Terrier,"Orange County, Westminster, CA"
5250,Brjtta,http://post.rescueme.org/20-02-22-00005,German Shepherd,"Los Angeles County, Downey, CA"
5251,Wilson,http://post.rescueme.org/20-02-22-00004,Collie,"Los Angeles County, Downey, CA"
5252,CARDO,http://post.rescueme.org/20-02-21-00473,Shiba Inu,"Los Angeles County, Van Nuys, CA"
5253,Buffy,http://post.rescueme.org/20-02-21-00464,Maltese,CA
5254,Beverly,http://post.rescueme.org/20-02-21-00451,Pit Bull,"Riverside County, Downey , CA"
5255,Nana,http://post.rescueme.org/20-02-21-00420,Chihuahua,"Los Angeles County, Van Nuys, CA"
5256,Dan,http://post.rescueme.org/20-02-21-00413,Lhasa Apso,"Los Angeles County, Van Nuys, CA"
5257,Jellybean,http://post.rescueme.org/20-02-21-00380,Dachshund,"Los Angeles County, Woodland Hills, CA"
5258,Rocky,http://post.rescueme.org/20-02-21-00370,Pit Bull,"Stanislaus County, Oakdale, CA"
5259,Kobe,http://post.rescueme.org/20-02-21-00369,American Bulldog,"Los Angeles County, Woodland Hills, CA"
5260,Puchi,http://post.rescueme.org/20-02-21-00364,Chihuahua,"Orange County, Menifee, CA"
5261,Rosie,http://post.rescueme.org/20-02-21-00321,German Shepherd,"Sonoma County, Santa Rosa, CA"
5262,Elizabeth,http://post.rescueme.org/20-02-21-00316,German Shepherd,"Riverside County, Downey , CA"
5263,Gus,http://post.rescueme.org/20-02-21-00308,Pit Bull,"Humboldt County, Arcata, CA"
5264,Duncan,http://post.rescueme.org/20-02-21-00302,Chihuahua,"Sutter County, Yuba City, CA"
5265,Dot,http://post.rescueme.org/20-02-21-00296,Catahoula,"San Luis Obispo County, Atascadero, CA"
5266,Layla,http://post.rescueme.org/20-02-21-00295,Lab,CA
5268,Skye,http://post.rescueme.org/20-02-21-00285,German Shepherd,"San Bernardino County, High Desert/Rancho Cucamonga, CA"
5269,Enzo,http://post.rescueme.org/20-02-21-00282,German Shepherd,"San Bernardino County, High Desert/Rancho Cucamonga, CA"
5270,Jake,http://post.rescueme.org/20-02-21-00274,American Bulldog,"Stanislaus County, Oakdale, CA"
5271,Jake,http://post.rescueme.org/20-02-21-00271,American Bulldog,"Stanislaus County, Oakdale, CA"
5272,Bryce/Raymond,http://post.rescueme.org/20-02-21-00257,German Shepherd,"Riverside County, Downey , CA"
5273,Titus,http://post.rescueme.org/20-02-21-00251,Boxer,"Riverside County, Downey , CA"
5274,POGO,http://post.rescueme.org/20-02-21-00238,Chow Chow,"San Bernardino County, San Bernardino, CA"
5275,Matilda,http://post.rescueme.org/20-02-21-00225,Pit Bull,CA
5276,DIESEL OLIVAS,http://post.rescueme.org/20-02-21-00222,Pit Bull,"Los Angeles County, whittier, CA"
5277,Bella,http://post.rescueme.org/20-02-21-00195,Pit Bull,"Los Angeles County, Woodland Hills, CA"
5278,Daisy,http://post.rescueme.org/20-02-20-00546,Black Mouth Cur,"Los Angeles County, Pasadena, CA"
5279,Duncan,http://post.rescueme.org/20-02-20-00506,Poodle,"Los Angeles County, Chatsworth, CA"
5280,Stella,http://post.rescueme.org/20-02-20-00504,Foxhound,"Sacramento County, Sacramento, CA"
5281,MIKEY,http://post.rescueme.org/20-02-20-00490,Shih Tzu,"Los Angeles County, Los Angeles, CA"
5282,MIA,http://post.rescueme.org/20-02-20-00487,Poodle,"Los Angeles County, Los Angeles, CA"
5283,Charlie,http://post.rescueme.org/20-02-20-00457,Treeing Walker Coonhound,"Kern County, CA"
5284,Smokey,http://post.rescueme.org/20-02-20-00446,Pit Bull,"Shasta County, REdding, CA"
5285,Sable,http://post.rescueme.org/20-02-20-00434,Tibetan Mastiff,"Santa Clara County, San Jose, CA"
5286,URGENT!!! BLACKY,http://post.rescueme.org/20-02-20-00431,German Shepherd,"Riverside County, Norco, CA"
5287,URGENT!!! GINGER,http://post.rescueme.org/20-02-20-00426,Lab,"Riverside County, Norco, CA"
5288,Noki,http://post.rescueme.org/20-02-20-00396,German Shepherd,"Riverside County, Downey , CA"
5289,Barney,http://post.rescueme.org/20-02-20-00386,Great Pyrenees,"Orange County, Orange, CA"
5290,Dino,http://post.rescueme.org/20-02-20-00383,Great Pyrenees,"Orange County, Orange, CA"
5291,BamBam,http://post.rescueme.org/20-02-20-00377,Lab,"Orange County, Orange, CA"
5292,Precious,http://post.rescueme.org/20-02-20-00365,Pit Bull,"Riverside County, Downey , CA"
5293,Nino,http://post.rescueme.org/20-02-20-00360,Pit Bull,"Riverside County, Downey , CA"
5294,URGENT AFTER 2/26,http://post.rescueme.org/20-02-20-00333,Lab,"Riverside County, Moreno Valley, CA"
5295,URGENT ON 2/26,http://post.rescueme.org/20-02-20-00331,Petit Basset Griffon Vendeen,"Riverside County, Moreno Valley, CA"
5296,URGENT AFTER 2/26,http://post.rescueme.org/20-02-20-00329,Chihuahua,"Riverside County, Moreno Valley, CA"
5297,URGENT AFTER 2/26,http://post.rescueme.org/20-02-20-00328,Silky Terrier,"Riverside County, Moreno Valley, CA"
5298,URGENT AFTER 2/26,http://post.rescueme.org/20-02-20-00327,Chihuahua,"Riverside County, Moreno Valley, CA"
5299,URGENT AFTER 2/26,http://post.rescueme.org/20-02-20-00326,American Bulldog,"Riverside County, Moreno Valley, CA"
5300,Bella,http://post.rescueme.org/20-02-20-00284,Pit Bull,"Riverside County, Downey , CA"
5301,Theo,http://post.rescueme.org/20-02-20-00261,Chihuahua,"Riverside County, Downey , CA"
5302,Fredo,http://post.rescueme.org/20-02-20-00240,German Shepherd,"Ventura County, Moorpark, CA"
5303,Mia,http://post.rescueme.org/20-02-20-00238,Belgian Malinois,"Riverside County, Downey , CA"
5304,Zuzu,http://post.rescueme.org/20-02-20-00235,German Shepherd,"Ventura County, Moorpark, CA"
5307,Mojo,http://post.rescueme.org/20-02-20-00213,Miniature Pinscher,"Riverside County, Downey , CA"
5308,URGENT - SAMMY,http://post.rescueme.org/20-02-20-00201,Chihuahua,"Los Angeles County, Baldwin Park, CA"
5309,Jerry,http://post.rescueme.org/20-02-20-00190,German Shepherd,"Riverside County, Downey , CA"
5310,Milo,http://post.rescueme.org/20-02-20-00149,Pomeranian,"San Bernardino County, Victorville, CA"
5311,River,http://post.rescueme.org/20-02-20-00138,Lab,"Riverside County, Temecula, CA"
5312,Garth,http://post.rescueme.org/20-02-20-00130,Lab,"Riverside County, Temecula, CA"
5313,Jackson,http://post.rescueme.org/20-02-20-00122,Lab,"Riverside County, Temecula, CA"
5314,Logan,http://post.rescueme.org/20-02-20-00098,German Shepherd,"Riverside County, Downey , CA"
5315,Reggie,http://post.rescueme.org/20-02-20-00086,German Shepherd,"Riverside County, Downey , CA"
5316,Buddy,http://post.rescueme.org/20-02-20-00021,Chihuahua,"Contra Costa County, Brentwood, CA"
5317,Norbit,http://post.rescueme.org/20-02-19-00612,Lab,"San Bernardino County, Montclair, CA"
5318,Cruise,http://post.rescueme.org/20-02-19-00605,Lab,"San Bernardino County, Montclair, CA"
5319,Charlie,http://post.rescueme.org/20-02-19-00597,Bichon Frise,"El Dorado County, Cameron Park, CA"
5320,Minnie Mouse,http://post.rescueme.org/20-02-19-00594,Lab,"San Bernardino County, Montclair, CA"
5321,Razzle Dazzle,http://post.rescueme.org/20-02-19-00591,Lab,"San Bernardino County, Montclair, CA"
5322,Dose Doe,http://post.rescueme.org/20-02-19-00586,Lab,"San Bernardino County, Montclair, CA"
5323,Eleven,http://post.rescueme.org/20-02-19-00576,Lab,"San Bernardino County, Montclair, CA"
5324,URGENT AFTER 2/25,http://post.rescueme.org/20-02-19-00554,Pit Bull,"Riverside County, Moreno Valley, CA"
5325,URGENT AFTER 2/25,http://post.rescueme.org/20-02-19-00553,Jack Russell,"Riverside County, Moreno Valley, CA"
5326,URGENT AFTER 2/25,http://post.rescueme.org/20-02-19-00552,Chihuahua,"Riverside County, Moreno Valley, CA"
5327,URGENT AFTER 2/25,http://post.rescueme.org/20-02-19-00551,Pit Bull,"Riverside County, Moreno Valley, CA"
5328,URGENT - BETTY,http://post.rescueme.org/20-02-19-00544,Bullmastiff,"Los Angeles County, Baldwin Park, CA"
5329,URGENT - BELLA,http://post.rescueme.org/20-02-19-00543,Pit Bull,"Los Angeles County, Baldwin Park, CA"
5330,URGENT - MAY,http://post.rescueme.org/20-02-19-00506,Australian Cattle Dog,"Los Angeles County, Baldwin Park, CA"
5331,Yugi,http://post.rescueme.org/20-02-19-00504,Chihuahua,"Sacramento County, RNCHO CORDOVA, CA"
5332,URGENT - THIMES,http://post.rescueme.org/20-02-19-00501,Lab,"Los Angeles County, Baldwin Park, CA"
5333,Imposter bear,http://post.rescueme.org/20-02-19-00493,Chihuahua,"Sacramento County, RNCHO CORDOVA, CA"
5334,URGENT - CHANCE,http://post.rescueme.org/20-02-19-00479,Lab,"Los Angeles County, Baldwin Park, CA"
5335,Scruffy,http://post.rescueme.org/20-02-19-00478,Chihuahua,"Los Angeles County, Chatsworth, CA"
5336,URGENT - MAX,http://post.rescueme.org/20-02-19-00470,Australian Cattle Dog,"Pasadena, CA"
5337,URGENT - SADIE,http://post.rescueme.org/20-02-19-00449,Corgi,"Los Angeles County, Baldwin Park, CA"
5338,COOKIE,http://post.rescueme.org/20-02-19-00438,Shar-Pei,"Chino Hills, CA"
5339,Tex,http://post.rescueme.org/20-02-19-00420,Corgi,"Riverside County, Hemet, CA"
5340,Nico,http://post.rescueme.org/20-02-19-00400,Siberian Husky,"Sonoma County, Santa Rosa, CA"
5341,Dottie,http://post.rescueme.org/20-02-19-00391,Yorkie,"Los Angeles County, Van Nuys, CA"
5342,Mitchell,http://post.rescueme.org/20-02-19-00384,Beagle,"Orange County, Orange, CA"
5344,Mimi,http://post.rescueme.org/20-02-19-00333,Chihuahua,"San Diego County, la mesa, CA"
5345,URGENT DANBAR,http://post.rescueme.org/20-02-19-00313,Lab,"Los Angeles County, Baldwin Park, CA"
5346,Smokey,http://post.rescueme.org/20-02-19-00295,Pit Bull,"Shasta County, Redding, CA"
5347,Hurley,http://post.rescueme.org/20-02-19-00287,Australian Cattle Dog,"Placer County, Roseville, CA"
5348,Coco,http://post.rescueme.org/20-02-19-00282,Poodle,"Los Angeles County, Sherman Oaks, CA"
5349,Wally,http://post.rescueme.org/20-02-19-00258,Lab,"Orange County, Orange, CA"
5350,BRUNO,http://post.rescueme.org/20-02-19-00196,Bulldog,"San Diego County, la mesa, CA"
5351,URGENT - BLACKIE,http://post.rescueme.org/20-02-19-00150,Dachshund,"Los Angeles County, Baldwin Park, CA"
5352,DOGGIE,http://post.rescueme.org/20-02-19-00138,Chihuahua,CA
5353,Blue,http://post.rescueme.org/20-02-19-00129,Catahoula,"Madera County, Coarsegold, CA"
5354,HACHI,http://post.rescueme.org/20-02-19-00125,Chihuahua,CA
5355,KODA,http://post.rescueme.org/20-02-19-00118,Norfolk Terrier,CA
5356,Kupi,http://post.rescueme.org/20-02-19-00016,Chihuahua,"Los Angeles County, Chatsworth, CA"
5357,Savannah,http://post.rescueme.org/20-02-19-00004,Belgian Malinois,"Santa Barbara County, Santa Barabara, CA"
5358,Rocky,http://post.rescueme.org/20-02-18-00522,Rottweiler,"Van Nuys, CA"
5359,Champ,http://post.rescueme.org/20-02-18-00520,Pit Bull,"Monterey County, Seaside, CA"
5360,Bella PUPPY,http://post.rescueme.org/20-02-18-00506,American Staffordshire Terrier,"Los Angeles County, Van Nuys, CA"
5361,Scrappy SEE Video,http://post.rescueme.org/20-02-18-00503,Australian Cattle Dog,"Los Angeles County, Van Nuys, CA"
5362,MAX,http://post.rescueme.org/20-02-18-00501,American Staffordshire Terrier,"Los Angeles County, Van Nuys, CA"
5363,"Groot,Milo Adopt Toget",http://post.rescueme.org/20-02-18-00482,Dutch Shepherd,"Los Angeles County, Van Nuys, CA"
5364,Zander,http://post.rescueme.org/20-02-18-00467,American Staffordshire Terrier,"Orange County, San Juan Capistrano, CA"
5365,Bravo,http://post.rescueme.org/20-02-18-00465,Chihuahua,"Los Angeles County, Chatsworth, CA"
5366,Autumn,http://post.rescueme.org/20-02-18-00454,German Shepherd,"Los Angeles County, Sierra Madre, CA"
5367,Milo,http://post.rescueme.org/20-02-18-00442,Jack Russell,"Los Angeles County, Sierra Madre, CA"
5368,Captain,http://post.rescueme.org/20-02-18-00435,Siberian Husky,"Los Angeles County, Sierra Madre, CA"
5369,Toby,http://post.rescueme.org/20-02-18-00420,Corgi,"Orange County, Orange, CA"
5370,Angel,http://post.rescueme.org/20-02-18-00408,German Shepherd,"Los Angeles County, los Angeles, CA"
5371,Chocomax,http://post.rescueme.org/20-02-18-00380,Lab,"Los Angeles County, los Angeles, CA"
5372,Macie,http://post.rescueme.org/20-02-18-00371,Yorkie,"San Diego County, San Diego, CA"
5373,Max,http://post.rescueme.org/20-02-18-00360,German Shepherd,"Los Angeles County, los Angeles, CA"
5374,Brianna,http://post.rescueme.org/20-02-18-00326,Chihuahua,"Orange County, Orange, CA"
5375,Oliver,http://post.rescueme.org/20-02-18-00309,Pit Bull,"Los Angeles County, Covina, CA"
5376,Leta,http://post.rescueme.org/20-02-18-00306,German Shepherd,"Riverside County, Downey , CA"
5377,Charley,http://post.rescueme.org/20-02-18-00302,Yorkie,"Orange County, Irvine, CA"
5378,URGENT AFTER 2/25,http://post.rescueme.org/20-02-18-00254,American Bulldog,"Riverside County, Moreno Valley, CA"
5379,LUCKY-URGENT 3/3,http://post.rescueme.org/20-02-18-00253,Rottweiler,"Riverside County, Moreno Valley, CA"
5380,Grover,http://post.rescueme.org/20-02-18-00238,American Staffordshire Terrier,"Los Angeles County, Van Nuys, CA"
5381,Naomi,http://post.rescueme.org/20-02-18-00231,White Shepherd,"Sacramento County, Sacramento, CA"
5382,Puppy,http://post.rescueme.org/20-02-18-00198,Pit Bull,"Los Angeles County, Altadena, CA"
